Model year,Make,Model,Vehicle class,Engine size (L),Cylinders,Transmission,Fuel type,City (L/100 km),Highway (L/100 km),Combined (L/100 km),Combined (mpg),CO2 emissions (g/km),CO2 rating,Smog rating,Driving_Duration_hrs,Average_Speed_kmh,Acceleration_Pattern,Braking_Pattern,Route_Type,Time_of_Day,Weather_Conditions,Vehicle_Load,Driving_Style,Safety_Features_Usage,Traffic_Violations,Reliability_Rating,Recalls,Service_History,Electronics_Quality,Manufacturer_Reputation_Score,Engine_Quality_Score,Transmission_Quality_Score,Electronics_Quality_Score,Avg_Engine_RPM
2021,Chevrolet,Blazer,Sport utility vehicle: Small,2.5,4,A,CNG,11.3,8.9,10.2,28,238,5,5,6,55,Moderate,Gentle,Mixed,Evening,Clear,Light load,Conservative,Seat belts,1,10,1,Very often,Excellent,7,9,6,8,2093
2021,Chevrolet,Blazer,Sport utility vehicle: Small,3.6,6,A,CNG,12,8.7,10.5,27,247,4,6,6,84,Conservative,Normal,Mixed,Afternoon,Rainy,Light load,Moderate,Seat belts,3,10,1,Minimal maintenance,Excellent,6,9,7,8,2397
2021,Chevrolet,Blazer AWD,Sport utility vehicle: Small,2,4,A,CNG,10.6,8.7,9.7,29,227,5,7,6,86,Moderate,Normal,Rural,Afternoon,Rainy,Light load,Conservative,Airbags,3,9,3,Major repairs,Good,10,7,9,6,4352
2021,Chevrolet,Blazer AWD,Sport utility vehicle: Small,3.6,6,A,CNG,12.5,9,10.9,26,256,4,6,9,96,Aggressive,Normal,Rural,Afternoon,Cloudy,Heavy load,Moderate,Cruise control,3,10,2,Very often,Excellent,7,6,9,9,4816
2021,Chevrolet,Camaro,Subcompact,2,4,AS,Gasoline,10.9,7.8,9.5,30,222,5,5,6,87,Aggressive,Gentle,Urban,Morning,Rainy,Heavy load,Conservative,Airbags,0,7,1,Regular servicing,Good,8,9,8,7,2119
2021,Chevrolet,Camaro,Subcompact,2,4,M,Gasoline,12.6,8,10.5,27,247,4,5,3,101,Conservative,Normal,Rural,Morning,Rainy,Heavy load,Moderate,ABS,5,5,2,Minimal maintenance,Good,9,9,9,6,1890
2021,Chevrolet,Camaro,Subcompact,3.6,6,AS,CNG,12.8,8.1,10.7,26,251,4,6,6,97,Aggressive,Normal,Urban,Evening,Clear,Light load,Moderate,ABS,5,10,1,Regular servicing,Average,10,9,11,9,1151
2021,Chevrolet,Camaro,Subcompact,3.6,6,M,CNG,14.4,9,12,24,281,4,6,3,70,Conservative,Gentle,Rural,Evening,Rainy,Light load,Aggressive,Cruise control,5,6,2,Regular servicing,Excellent,10,10,9,11,1238
2021,Chevrolet,Camaro SS,Subcompact,6.2,8,AS,Gasoline,14.6,8.9,12,24,281,4,1,8,101,Aggressive,Hard,Urban,Morning,Rainy,Heavy load,Conservative,ABS,5,10,2,Regular servicing,Average,7,9,10,10,4921
2021,Chevrolet,Camaro SS,Subcompact,6.2,8,M,Gasoline,14.9,9.9,12.6,22,296,3,1,3,124,Moderate,Gentle,Urban,Evening,Rainy,Moderate load,Moderate,Seat belts,3,10,1,Major repairs,Very Good,9,6,9,7,2552
2021,Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS,Gasoline,18.3,11.2,15.1,19,355,2,1,7,89,Conservative,Normal,Urban,Night,Clear,Moderate load,Moderate,Cruise control,0,8,0,Regular servicing,Excellent,10,9,10,8,1142
2021,Chevrolet,Camaro ZL1,Subcompact,6.2,8,M,Gasoline,17.2,12,14.8,19,349,2,1,5,58,Aggressive,Gentle,Rural,Morning,Rainy,Moderate load,Aggressive,ABS,3,5,1,Minimal maintenance,Very Good,6,6,10,6,1928
2021,Chevrolet,Colorado,Pickup truck: Small,2.5,4,A,CNG,12.2,9.4,10.9,26,257,4,6,5,54,Aggressive,Gentle,Urban,Morning,Cloudy,Full load,Moderate,Airbags,0,8,3,Very often,Very Good,10,6,7,9,3027
2021,Chevrolet,Colorado,Pickup truck: Small,2.8,4,A,Diesel,11.8,7.9,10.1,28,294,3,3,7,80,Aggressive,Hard,Highway,Afternoon,Cloudy,Full load,Moderate,Cruise control,4,7,3,Very often,Very Good,9,11,9,11,3731
2021,Chevrolet,Colorado,Pickup truck: Small,3.6,6,A,CNG,12.9,9.3,11.3,25,263,4,6,2,68,Aggressive,Hard,Mixed,Night,Snowy,Moderate load,Aggressive,Seat belts,4,6,0,Very often,Average,11,11,6,10,2375
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,2.5,4,A,CNG,12.7,9.9,11.4,25,268,4,6,9,115,Aggressive,Gentle,Urban,Morning,Clear,Heavy load,Moderate,Airbags,2,7,0,Regular servicing,Good,8,10,8,10,1254
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,2.8,4,A,Diesel,12.2,8.4,10.5,27,294,3,3,9,121,Aggressive,Normal,Urban,Morning,Snowy,Light load,Conservative,ABS,1,7,2,Very often,Average,10,8,7,8,3772
2021,Chevrolet,Colorado 4WD,Pickup truck: Small,3.6,6,A,CNG,14,9.9,12.1,23,284,3,6,8,62,Conservative,Hard,Rural,Morning,Snowy,Full load,Conservative,Airbags,2,6,3,Very often,Good,7,9,10,10,2154
2021,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.8,4,A,Diesel,13.3,10.6,12.1,23,326,3,3,4,107,Moderate,Gentle,Mixed,Afternoon,Clear,Moderate load,Conservative,Cruise control,5,10,3,Major repairs,Good,8,8,8,9,1727
2021,Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,3.6,6,A,CNG,15,13,14.1,20,329,3,6,9,63,Aggressive,Gentle,Urban,Morning,Cloudy,Full load,Moderate,Seat belts,5,6,3,Major repairs,Good,8,9,9,7,3455
2021,Chevrolet,Corvette,Two-seater,6.2,8,AS,Gasoline,15.4,8.7,12.4,23,290,3,3,10,136,Moderate,Hard,Highway,Afternoon,Snowy,Light load,Conservative,Airbags,2,7,2,Major repairs,Good,9,7,8,6,3927
2021,Chevrolet,Equinox,Sport utility vehicle: Small,1.5,4,A,CNG,8.9,7.7,8.4,34,198,6,7,7,139,Conservative,Gentle,Mixed,Evening,Clear,Heavy load,Aggressive,Airbags,2,7,0,Very often,Average,9,9,9,8,3300
2021,Chevrolet,Equinox AWD,Sport utility vehicle: Small,1.5,4,A,CNG,9.4,8,8.8,32,207,6,7,7,140,Moderate,Normal,Highway,Evening,Cloudy,Full load,Conservative,Seat belts,5,9,2,Regular servicing,Average,8,9,9,10,4375
2021,Chevrolet,Malibu,Mid-size,1.5,4,AV,CNG,8.2,6.6,7.5,38,175,7,7,6,57,Conservative,Normal,Urban,Night,Clear,Heavy load,Aggressive,Seat belts,5,6,3,Major repairs,Good,6,8,8,8,4416
2021,Chevrolet,Malibu,Mid-size,2,4,A,Gasoline,10.7,7.1,9.1,31,213,5,5,4,96,Aggressive,Hard,Mixed,Night,Cloudy,Heavy load,Conservative,Cruise control,4,10,2,Minimal maintenance,Excellent,10,10,8,10,2269
2021,Chevrolet,Silverado,Pickup truck: Standard,2.7,4,A,CNG,11.9,10.3,11.2,25,263,4,6,2,126,Moderate,Normal,Mixed,Evening,Rainy,Heavy load,Aggressive,Cruise control,4,9,0,Very often,Excellent,7,9,10,8,1188
2021,Chevrolet,Silverado Custom/WT,Pickup truck: Standard,2.7,4,A,CNG,11.9,10.3,11.2,25,263,4,6,4,117,Conservative,Hard,Rural,Evening,Clear,Heavy load,Aggressive,Airbags,1,10,0,Very often,Very Good,8,7,6,10,2710
2021,Chevrolet,Silverado,Pickup truck: Standard,3,6,A,Diesel,10.2,7.2,8.8,32,238,5,3,7,145,Aggressive,Hard,Mixed,Morning,Snowy,Light load,Moderate,Airbags,2,9,0,Major repairs,Average,7,8,9,6,4935
2021,Chevrolet,Silverado,Pickup truck: Standard,4.3,6,A,CNG,15.1,11.5,13.5,21,318,3,6,6,58,Moderate,Hard,Highway,Afternoon,Cloudy,Light load,Aggressive,Airbags,0,9,0,Major repairs,Good,9,9,7,10,2695
2021,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A,CNG,15.8,11.4,13.8,20,325,3,5,9,80,Aggressive,Hard,Mixed,Afternoon,Clear,Light load,Aggressive,Cruise control,2,8,0,Very often,Excellent,9,9,8,9,2818
2021,Chevrolet,Silverado (Without AFM),Pickup truck: Standard,5.3,8,A,CNG,16.7,11.4,14.3,20,336,2,5,7,84,Moderate,Gentle,Rural,Afternoon,Rainy,Heavy load,Aggressive,Airbags,4,5,2,Very often,Good,10,10,10,10,3677
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A,CNG,16.2,12.3,14.5,19,340,2,3,4,72,Moderate,Hard,Highway,Evening,Cloudy,Full load,Aggressive,Cruise control,1,8,3,Very often,Good,8,7,10,10,3330
2021,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8,A,Hybrid,21.5,16,19,15,315,3,3,7,136,Conservative,Normal,Urban,Night,Cloudy,Full load,Moderate,ABS,0,10,0,Very often,Average,9,9,8,7,2002
2021,Chevrolet,Silverado,Pickup truck: Standard,5.3,8,A,CNG,13.9,10.1,12.2,23,286,3,5,10,117,Conservative,Normal,Urban,Evening,Snowy,Light load,Aggressive,Airbags,2,10,0,Regular servicing,Good,7,6,8,7,4882
2021,Chevrolet,Silverado (Without DFM),Pickup truck: Standard,5.3,8,A,CNG,15.9,10.8,13.6,21,319,3,5,3,110,Conservative,Gentle,Mixed,Morning,Cloudy,Heavy load,Aggressive,ABS,2,7,2,Very often,Excellent,7,6,10,9,3381
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4,A,CNG,12.5,10.8,11.7,24,275,4,6,6,123,Moderate,Hard,Mixed,Afternoon,Snowy,Moderate load,Conservative,Seat belts,4,6,1,Regular servicing,Excellent,7,9,7,9,3201
2021,Chevrolet,Silverado 4WD Custom/WT,Pickup truck: Standard,2.7,4,A,CNG,12.5,10.8,11.7,24,275,4,6,4,96,Conservative,Normal,Urban,Morning,Cloudy,Heavy load,Conservative,ABS,4,6,1,Major repairs,Good,9,8,6,7,4304
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,3,6,A,Diesel,10.6,9.2,10,28,268,4,3,8,111,Moderate,Normal,Highway,Morning,Clear,Light load,Moderate,Cruise control,1,10,3,Minimal maintenance,Average,9,9,11,7,2876
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,4.3,6,A,CNG,15.8,11.9,14,20,329,3,6,3,91,Conservative,Hard,Urban,Night,Cloudy,Light load,Conservative,Airbags,2,11,0,Minimal maintenance,Good,8,11,10,7,1873
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,4.3,6,A,CNG,16.3,13,14.8,19,347,2,6,8,140,Conservative,Gentle,Highway,Afternoon,Clear,Heavy load,Aggressive,Seat belts,4,11,1,Major repairs,Excellent,9,7,11,7,1843
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A,CNG,16,11.8,14.1,20,331,3,5,8,65,Moderate,Hard,Mixed,Evening,Snowy,Light load,Conservative,Seat belts,2,10,0,Very often,Good,9,8,9,8,1602
2021,Chevrolet,Silverado 4WD (Without AFM),Pickup truck: Standard,5.3,8,A,CNG,17.3,11.8,14.8,19,348,2,5,2,91,Moderate,Gentle,Highway,Afternoon,Cloudy,Light load,Aggressive,Seat belts,2,11,1,Regular servicing,Excellent,10,7,9,10,1728
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A,CNG,16.5,12.8,14.8,19,347,2,3,5,90,Aggressive,Gentle,Highway,Evening,Snowy,Moderate load,Conservative,ABS,4,7,2,Very often,Very Good,9,6,7,10,4469
2021,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8,A,Hybrid,22,16.4,19.5,14,326,3,3,2,141,Moderate,Normal,Urban,Morning,Clear,Heavy load,Conservative,Cruise control,0,8,1,Minimal maintenance,Very Good,9,8,10,9,4707
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A,CNG,16.5,13.1,15,19,350,2,5,7,75,Aggressive,Normal,Highway,Morning,Rainy,Full load,Moderate,Cruise control,0,5,2,Very often,Very Good,7,10,7,8,4539
2021,Chevrolet,Silverado 4WD Trail Boss (Without AFM),Pickup truck: Standard,5.3,8,A,CNG,17.8,13.2,15.7,18,368,2,5,6,120,Conservative,Gentle,Highway,Afternoon,Clear,Light load,Aggressive,ABS,4,7,2,Regular servicing,Excellent,7,7,8,8,4002
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A,CNG,14.4,10.6,12.7,22,299,3,5,6,129,Moderate,Gentle,Rural,Morning,Snowy,Full load,Conservative,Airbags,2,8,1,Regular servicing,Excellent,9,8,9,7,3026
2021,Chevrolet,Silverado 4WD (Without DFM),Pickup truck: Standard,5.3,8,A,CNG,16.8,11.4,14.4,20,339,2,5,5,96,Aggressive,Normal,Rural,Night,Cloudy,Heavy load,Aggressive,Airbags,2,6,2,Major repairs,Excellent,8,11,11,7,1091
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8,A,CNG,14.3,10.7,12.7,22,298,3,5,9,76,Aggressive,Gentle,Urban,Afternoon,Snowy,Full load,Conservative,Airbags,4,6,1,Regular servicing,Excellent,8,10,8,10,4149
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,5.3,8,A,CNG,15.3,11,13.3,21,313,3,5,4,128,Aggressive,Gentle,Urban,Morning,Rainy,Moderate load,Moderate,Seat belts,5,10,3,Major repairs,Good,9,11,10,6,2117
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,5.3,8,A,CNG,14.7,11.2,13.1,22,307,3,5,8,86,Conservative,Normal,Urban,Evening,Snowy,Light load,Moderate,Cruise control,0,6,3,Major repairs,Average,11,10,11,9,4388
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,5.3,8,A,CNG,15.6,11.4,13.7,21,321,3,5,8,121,Moderate,Hard,Urban,Night,Clear,Heavy load,Aggressive,Cruise control,5,10,0,Regular servicing,Very Good,8,7,6,7,1693
2021,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8,A,Gasoline,14.7,11,13.1,22,306,3,3,5,74,Conservative,Normal,Rural,Afternoon,Cloudy,Heavy load,Moderate,Cruise control,3,10,1,Major repairs,Average,10,9,7,7,2187
2021,Chevrolet,Silverado 4WD (Without Stop-Start),Pickup truck: Standard,6.2,8,A,Gasoline,15.6,11.6,13.8,20,324,3,3,6,100,Moderate,Gentle,Highway,Night,Rainy,Moderate load,Conservative,Seat belts,0,6,1,Major repairs,Very Good,6,8,9,7,4271
2021,Chevrolet,Silverado 4WD Trail Boss,Pickup truck: Standard,6.2,8,A,Gasoline,15.7,12.4,14.2,20,332,3,3,10,130,Moderate,Normal,Highway,Afternoon,Cloudy,Heavy load,Conservative,Seat belts,4,10,1,Regular servicing,Average,7,11,11,9,1128
2021,Chevrolet,Silverado 4WD Trail Boss (Without Stop-Start),Pickup truck: Standard,6.2,8,A,Gasoline,16.8,12.7,15,19,352,2,3,2,97,Moderate,Hard,Rural,Evening,Cloudy,Heavy load,Moderate,ABS,4,8,3,Major repairs,Average,11,7,9,7,2193
2021,Chevrolet,Spark,Subcompact,1.4,4,AV,CNG,7.7,6.2,7,40,165,7,5,5,85,Moderate,Normal,Mixed,Afternoon,Rainy,Full load,Aggressive,ABS,5,7,1,Very often,Good,10,8,7,7,2733
2021,Chevrolet,Spark,Subcompact,1.4,4,M,CNG,8,6.2,7.2,39,170,7,5,5,110,Moderate,Gentle,Rural,Night,Rainy,Heavy load,Aggressive,Seat belts,3,6,3,Very often,Very Good,11,10,10,7,3791
2021,Chevrolet,Suburban,Sport utility vehicle: Standard,3,6,A,Diesel,11.3,8.6,10.1,28,272,4,3,9,122,Aggressive,Gentle,Highway,Afternoon,Snowy,Heavy load,Aggressive,ABS,0,10,3,Minimal maintenance,Average,9,10,9,9,4721
2021,Chevrolet,Suburban,Sport utility vehicle: Standard,5.3,8,A,CNG,14.3,11.8,13.2,21,309,3,5,2,148,Aggressive,Gentle,Rural,Night,Rainy,Light load,Moderate,ABS,5,9,3,Regular servicing,Excellent,9,7,10,6,1982
2021,Chevrolet,Suburban (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A,CNG,15.3,12,13.8,20,325,3,5,3,134,Conservative,Gentle,Mixed,Morning,Snowy,Heavy load,Moderate,ABS,0,9,2,Major repairs,Average,11,8,9,8,4169
2021,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,12,8.9,10.6,27,277,4,3,6,76,Moderate,Normal,Mixed,Evening,Clear,Full load,Conservative,Cruise control,5,8,1,Major repairs,Average,8,10,6,9,2979
2021,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,15.3,12.4,14,20,328,3,5,7,71,Conservative,Hard,Mixed,Evening,Clear,Light load,Conservative,Seat belts,2,11,3,Very often,Very Good,8,7,10,9,3951
2021,Chevrolet,Suburban 4WD (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A,CNG,16,12.6,14.5,19,341,2,5,5,139,Conservative,Gentle,Rural,Afternoon,Rainy,Heavy load,Moderate,ABS,5,10,0,Minimal maintenance,Excellent,11,9,6,7,3785
2021,Chevrolet,Suburban 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.8,12.4,14.8,19,347,2,3,8,95,Conservative,Gentle,Rural,Evening,Rainy,Full load,Moderate,Cruise control,1,8,1,Regular servicing,Excellent,10,8,8,7,4285
2021,Chevrolet,Suburban 4WD (Without Stop-Start),Sport utility vehicle: Standard,6.2,8,A,Gasoline,17.5,12.6,15.3,18,357,2,3,8,108,Aggressive,Gentle,Rural,Night,Rainy,Light load,Aggressive,Airbags,3,10,0,Major repairs,Excellent,10,7,7,6,2650
2021,Chevrolet,Tahoe,Sport utility vehicle: Standard,3,6,A,Diesel,11,8.4,9.8,29,263,4,3,10,76,Aggressive,Hard,Mixed,Night,Cloudy,Light load,Aggressive,ABS,1,5,0,Regular servicing,Good,7,7,11,7,2035
2021,Chevrolet,Tahoe,Sport utility vehicle: Standard,5.3,8,A,CNG,14.3,11.8,13.2,21,309,3,5,2,66,Conservative,Normal,Rural,Afternoon,Cloudy,Moderate load,Aggressive,Seat belts,4,8,0,Minimal maintenance,Good,9,7,11,9,4985
2021,Chevrolet,Tahoe (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A,CNG,15.3,12,13.8,20,325,3,5,3,110,Aggressive,Normal,Rural,Evening,Snowy,Light load,Conservative,ABS,1,5,3,Very often,Average,7,11,10,7,3490
2021,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,3,6,A,Diesel,12,8.9,10.6,27,277,4,3,8,135,Conservative,Gentle,Urban,Morning,Snowy,Moderate load,Conservative,Seat belts,1,6,0,Major repairs,Good,6,10,10,7,4478
2021,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,5.3,8,A,CNG,14.8,11.8,13.5,21,317,3,5,3,129,Aggressive,Gentle,Highway,Evening,Rainy,Heavy load,Conservative,Cruise control,5,6,0,Very often,Good,8,10,7,9,4757
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),Sport utility vehicle: Standard,5.3,8,A,CNG,15.5,12,13.9,20,327,3,5,6,66,Aggressive,Gentle,Highway,Night,Snowy,Light load,Moderate,ABS,3,5,1,Very often,Excellent,6,8,10,8,1902
2021,Chevrolet,Tahoe 4WD,Sport utility vehicle: Standard,6.2,8,A,Gasoline,16.8,12.4,14.8,19,347,2,3,5,62,Conservative,Gentle,Highway,Afternoon,Clear,Light load,Conservative,ABS,4,10,0,Regular servicing,Good,8,7,6,10,3639
2021,Chevrolet,Tahoe 4WD (Without Stop-Start),Sport utility vehicle: Standard,6.2,8,A,Gasoline,17.5,12.6,15.3,18,357,2,3,6,140,Aggressive,Normal,Mixed,Afternoon,Snowy,Light load,Moderate,Cruise control,3,10,3,Minimal maintenance,Excellent,9,9,10,6,1766
2021,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.2,3,AV,CNG,8.4,7.5,8,35,188,6,7,6,96,Moderate,Hard,Highway,Evening,Clear,Full load,Moderate,Cruise control,3,5,3,Minimal maintenance,Excellent,9,8,11,8,3841
2021,Chevrolet,Trailblazer,Sport utility vehicle: Small,1.3,3,AV,CNG,8,7.2,7.6,37,179,7,7,4,125,Conservative,Hard,Urban,Morning,Snowy,Full load,Aggressive,Seat belts,0,9,2,Regular servicing,Average,11,10,10,7,3445
2021,Chevrolet,Trailblazer AWD,Sport utility vehicle: Small,1.3,3,A,CNG,8.9,7.8,8.4,34,196,6,7,2,148,Moderate,Normal,Urban,Morning,Clear,Moderate load,Aggressive,Airbags,1,6,3,Regular servicing,Good,6,7,10,6,2919
2021,Chevrolet,Traverse,Sport utility vehicle: Standard,3.6,6,A,CNG,13,8.8,11.1,25,261,4,6,10,68,Conservative,Normal,Mixed,Afternoon,Snowy,Full load,Conservative,ABS,4,7,0,Major repairs,Average,7,8,9,7,2646
2021,Chevrolet,Traverse AWD,Sport utility vehicle: Standard,3.6,6,A,CNG,13.6,9.6,11.8,24,277,4,6,2,108,Conservative,Normal,Highway,Evening,Snowy,Full load,Aggressive,Seat belts,1,5,3,Minimal maintenance,Average,6,10,10,7,1565
2021,Chevrolet,Trax,Sport utility vehicle: Small,1.4,4,AS,CNG,9.1,7.6,8.4,34,196,6,5,2,79,Moderate,Gentle,Mixed,Morning,Snowy,Light load,Aggressive,Seat belts,5,8,0,Major repairs,Excellent,10,6,6,9,3316
2021,Chevrolet,Trax (SIDI),Sport utility vehicle: Small,1.4,4,AS,CNG,9.7,7.3,8.6,33,203,6,7,2,64,Conservative,Gentle,Highway,Morning,Snowy,Full load,Aggressive,Cruise control,0,6,1,Minimal maintenance,Excellent,7,6,11,7,2711
2021,Chevrolet,Trax 4WD,Sport utility vehicle: Small,1.4,4,AS,CNG,10,8,9.1,31,214,5,5,8,85,Aggressive,Normal,Urban,Night,Rainy,Moderate load,Conservative,Seat belts,1,7,2,Minimal maintenance,Good,7,10,8,10,1102
2021,Chevrolet,Trax 4WD (SIDI),Sport utility vehicle: Small,1.4,4,AS,CNG,10.2,7.7,9.1,31,214,5,7,5,74,Moderate,Gentle,Rural,Afternoon,Cloudy,Moderate load,Aggressive,ABS,4,8,0,Major repairs,Average,11,7,8,8,2720
2021,Chrysler,300,Full-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,3,10,120,Conservative,Gentle,Urban,Afternoon,Snowy,Moderate load,Conservative,Cruise control,1,8,3,Regular servicing,Average,7,9,11,6,4038
2021,Chrysler,300,Full-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,3,3,9,86,Conservative,Gentle,Mixed,Morning,Cloudy,Light load,Aggressive,Cruise control,2,6,3,Major repairs,Excellent,7,11,9,10,3821
2021,Chrysler,300 AWD,Full-size,3.6,6,A,CNG,12.8,8.7,11,26,258,4,3,9,117,Moderate,Normal,Rural,Night,Clear,Moderate load,Conservative,Cruise control,1,9,3,Very often,Average,7,8,8,9,3224
2021,Chrysler,Grand Caravan,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,4,7,1,87,Aggressive,Hard,Highway,Evening,Cloudy,Full load,Aggressive,Airbags,3,9,3,Major repairs,Average,10,8,10,7,2762
2021,Chrysler,Pacifica,Minivan,3.6,6,A,CNG,12.4,8.4,10.6,27,249,4,7,6,119,Conservative,Hard,Mixed,Afternoon,Cloudy,Light load,Moderate,Seat belts,1,7,0,Regular servicing,Good,9,8,9,7,3020
2021,Chrysler,Pacifica AWD,Minivan,3.6,6,A,CNG,14.1,9.4,12,24,279,4,7,6,61,Aggressive,Normal,Highway,Night,Cloudy,Light load,Conservative,ABS,5,10,2,Regular servicing,Excellent,9,11,8,8,3127
2021,Dodge,Challenger,Mid-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,3,2,148,Conservative,Hard,Rural,Night,Clear,Full load,Moderate,Seat belts,5,5,1,Regular servicing,Average,7,11,8,11,1382
2021,Dodge,Challenger (MDS),Mid-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,3,3,8,88,Conservative,Hard,Highway,Afternoon,Rainy,Full load,Aggressive,Airbags,1,5,1,Very often,Excellent,6,6,10,10,2742
2021,Dodge,Challenger,Mid-size,5.7,8,M,Gasoline,15.6,10.1,13.1,22,307,3,1,1,136,Moderate,Normal,Urban,Afternoon,Cloudy,Light load,Aggressive,Airbags,4,9,0,Regular servicing,Very Good,8,8,8,9,3184
2021,Dodge,Challenger (MDS),Mid-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,306,3,1,7,95,Moderate,Gentle,Mixed,Afternoon,Cloudy,Moderate load,Aggressive,Cruise control,5,6,1,Minimal maintenance,Good,10,8,10,9,1408
2021,Dodge,Challenger,Mid-size,6.4,8,M,Gasoline,16.7,10.4,13.9,20,325,3,1,10,140,Conservative,Hard,Highway,Evening,Snowy,Moderate load,Conservative,Cruise control,1,10,3,Major repairs,Very Good,9,11,9,9,1561
2021,Dodge,Challenger AWD,Mid-size,3.6,6,A,CNG,12.8,8.7,11,26,258,4,3,8,117,Conservative,Gentle,Mixed,Afternoon,Cloudy,Moderate load,Conservative,Cruise control,5,10,2,Very often,Very Good,10,7,10,7,2257
2021,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,306,3,1,5,56,Moderate,Hard,Mixed,Evening,Clear,Light load,Moderate,ABS,3,10,3,Regular servicing,Excellent,10,10,8,9,1980
2021,Dodge,Challenger Widebody,Mid-size,6.4,8,M,Gasoline,16.7,10.4,13.9,20,325,3,1,5,67,Conservative,Gentle,Rural,Night,Cloudy,Full load,Conservative,Airbags,0,8,0,Major repairs,Average,7,9,10,8,3926
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A,Gasoline,17.6,10.7,14.5,19,339,2,1,4,70,Moderate,Hard,Mixed,Night,Rainy,Moderate load,Conservative,Airbags,2,7,0,Major repairs,Very Good,9,7,11,8,1912
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,M,Gasoline,18.1,11.4,15.1,19,352,2,1,2,97,Conservative,Normal,Rural,Night,Snowy,Full load,Moderate,Airbags,2,6,0,Major repairs,Good,6,10,10,8,1177
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,A,Gasoline,18.6,11.3,15.3,18,359,2,1,3,93,Conservative,Gentle,Urban,Morning,Clear,Full load,Aggressive,Seat belts,1,6,3,Regular servicing,Very Good,6,8,6,9,3815
2021,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8,M,Gasoline,18.1,11.4,15.1,19,352,2,1,3,141,Conservative,Hard,Urban,Night,Cloudy,Heavy load,Moderate,ABS,3,5,0,Minimal maintenance,Excellent,10,10,9,8,4137
2021,Dodge,Charger,Full-size,3.6,6,A,CNG,12.4,7.8,10.3,27,242,5,3,1,82,Moderate,Normal,Urban,Evening,Rainy,Heavy load,Aggressive,Seat belts,5,8,1,Minimal maintenance,Average,9,8,9,10,2499
2021,Dodge,Charger (MDS),Full-size,5.7,8,A,CNG,14.7,9.4,12.3,23,289,3,3,2,126,Moderate,Hard,Mixed,Night,Cloudy,Heavy load,Moderate,Seat belts,5,5,1,Very often,Very Good,8,11,10,9,1744
2021,Dodge,Charger (MDS),Full-size,6.4,8,A,Gasoline,15.9,9.6,13.1,22,306,3,1,2,130,Moderate,Gentle,Highway,Morning,Clear,Full load,Aggressive,ABS,4,6,0,Regular servicing,Very Good,10,6,8,7,4152
